user_id,gender,region,employer_name,income,pay_type
659,Female,West,Unknown,53806.06,Daily
660,Female,South,Company C,23103.85,Weekly
661,Male,South,Company A,45681.41,Monthly
662,Unknown,North,Company A,53675.58,Weekly
663,Female,South,Company D,45950.72,Monthly
664,Male,East,Company C,26848.24,Monthly
665,Male,North,Company C,73912.67,Daily
666,Male,South,Company D,51553.07,Weekly
667,Male,West,Company C,71467.28,Monthly
668,Male,North,Company D,46099.46,Monthly
669,Male,West,Company A,36799.82,Monthly
670,Male,South,Company C,54037.71,Daily
671,Male,East,Company D,46763.19,Monthly
672,Female,South,Company B,32333.58,Unknown
673,Male,North,Company C,72046.76,Daily
674,Female,North,Company B,40665.95,Monthly
675,Male,North,Unknown,49855.03,Monthly
676,Unknown,North,Company A,69922.49,Daily
677,Male,East,Company C,42435.53,Monthly
678,Male,West,Company A,40882.64,Monthly
679,Unknown,West,Company C,23519.19,Monthly
680,Female,East,Company A,76114.12,Weekly
681,Female,North,Company A,30657.79,Weekly
682,Male,South,Company B,50876.74,Monthly
683,Male,South,Company D,63689.3,Monthly
684,Female,North,Company A,56325.75,Daily
685,Other,East,Company A,49105.19,Weekly
686,Female,East,Company D,24475.01,Weekly
687,Female,South,Company C,37854.13,Weekly
688,Male,South,Company D,52817.01,Weekly
689,Female,West,Company A,38192.39,Weekly
690,Male,West,Company C,49855.03,Monthly
691,Male,South,Company A,60226.15,Monthly
692,Male,West,Company A,64437.54,Weekly
693,Female,Unknown,Company C,31607.31,Weekly
694,Male,South,Company C,82949.69,Unknown
695,Male,South,Company D,61512.19,Monthly
696,Female,East,Company B,49974.29,Daily
697,Male,West,Company B,66343.05,Daily
698,Female,West,Company B,85481.12,Monthly
699,Male,North,Unknown,28419.2,Weekly
700,Female,South,Company B,46621.06,Weekly
701,Female,East,Company B,14323.53,Daily
702,Male,East,Company B,52889.77,Weekly
703,Male,North,Company C,55480.91,Weekly
704,Male,West,Company B,49412.57,Weekly
705,Male,East,Company D,40182.0,Monthly
706,Unknown,West,Company B,19257.28,Monthly
707,Male,West,Company D,55603.01,Weekly
708,Female,East,Company A,71831.52,Weekly
709,Male,South,Company C,41134.72,Weekly
710,Female,East,Company D,56600.9,Weekly
711,Female,North,Company A,26477.84,Monthly
712,Female,East,Unknown,56858.2,Weekly
713,Female,North,Company B,44099.27,Monthly
714,Male,East,Company D,38563.73,Daily
715,Male,North,Company C,49855.03,Unknown
716,Other,North,Company B,44095.83,Weekly
717,Female,North,Company A,55736.5,Monthly
718,Unknown,North,Company B,30317.55,Monthly
719,Male,East,Company A,44043.27,Weekly
720,Female,East,Company A,49377.92,Weekly
721,Other,East,Company A,33514.41,Weekly
722,Male,North,Company B,76949.98,Monthly
723,Male,North,Company D,37197.57,Weekly
724,Female,North,Company A,39958.45,Weekly
725,Female,North,Company A,35325.38,Monthly
726,Female,West,Company C,76977.2,Weekly
727,Male,North,Company A,58293.58,Monthly
728,Female,South,Company A,35951.12,Weekly
729,Male,North,Company A,66593.47,Daily
730,Male,North,Company D,53010.48,Weekly
731,Male,East,Company D,53858.8,Daily
732,Female,East,Company B,44832.84,Weekly
733,Female,North,Company C,38758.76,Monthly
734,Female,North,Company C,55066.49,Weekly
735,Male,South,Company C,49855.03,Weekly
736,Female,North,Company C,77251.33,Monthly
737,Male,North,Company C,30960.63,Monthly
738,Female,Unknown,Company B,73042.35,Weekly
739,Male,East,Company A,48330.22,Monthly
740,Male,East,Company B,54486.29,Monthly
741,Female,South,Company D,62497.37,Weekly
742,Male,South,Company C,40546.26,Monthly
743,Female,East,Company D,62963.73,Daily
744,Female,East,Unknown,9386.84,Monthly
745,Male,East,Company A,39200.16,Weekly
746,Female,North,Company C,36139.06,Weekly
747,Male,East,Company C,31197.41,Weekly
748,Female,South,Unknown,46775.68,Monthly
749,Other,West,Unknown,55786.25,Daily
750,Female,East,Company C,60539.9,Weekly
751,Male,East,Company A,49855.03,Daily
752,Other,North,Company D,40014.6,Monthly
753,Female,East,Company A,55535.25,Monthly
754,Male,North,Company D,51864.29,Weekly
755,Male,South,Company D,64040.84,Monthly
756,Female,North,Company B,49855.03,Weekly
757,Female,East,Company C,50457.15,Monthly
758,Female,North,Company B,36541.2,Weekly
759,Female,South,Company B,40205.75,Unknown
760,Female,West,Company B,41753.16,Weekly
761,Male,North,Company D,45271.0,Daily
762,Male,East,Company D,54020.76,Weekly
763,Male,South,Company D,60727.62,Weekly
764,Female,North,Company A,49233.22,Daily
765,Male,West,Company D,50241.87,Daily
766,Female,North,Company C,52149.59,Weekly
767,Female,South,Company B,42261.42,Monthly
768,Female,East,Company A,36119.12,Weekly
769,Male,East,Company B,23668.43,Monthly
770,Female,East,Company D,39572.76,Weekly
771,Male,South,Company C,57097.18,Weekly
772,Female,North,Company C,39456.33,Daily
773,Male,East,Company B,46432.89,Daily
774,Male,East,Company C,56996.47,Weekly
775,Female,West,Company A,57810.34,Monthly
776,Male,West,Company B,33807.01,Daily
777,Male,West,Company C,64955.89,Monthly
778,Female,South,Company A,66910.25,Weekly
779,Female,South,Company D,33052.25,Monthly
780,Female,West,Company A,37642.45,Monthly
781,Female,South,Company C,49855.03,Unknown
782,Female,North,Company B,47797.2,Monthly
783,Male,West,Company C,16703.33,Weekly
784,Male,West,Company A,29004.78,Monthly
785,Male,South,Company A,46259.46,Daily
786,Other,North,Company D,32554.36,Daily
787,Female,South,Company B,43798.64,Monthly
788,Male,West,Company D,50485.94,Monthly
789,Female,West,Unknown,71933.82,Weekly
790,Other,North,Company A,45643.19,Monthly
791,Male,North,Company B,66088.13,Weekly
792,Female,West,Company C,71431.4,Monthly
793,Female,South,Unknown,71514.65,Monthly
794,Female,East,Company D,54271.32,Weekly
795,Male,Unknown,Company C,20550.66,Monthly
796,Female,North,Company D,56912.37,Daily
797,Other,East,Company A,65726.0,Monthly
798,Female,North,Unknown,48783.99,Monthly
799,Female,South,Unknown,76168.76,Unknown
800,Other,West,Company A,62897.5,Weekly
801,Female,South,Company B,58524.1,Weekly
802,Male,Unknown,Company A,66295.71,Monthly
803,Female,East,Company B,55000.55,Weekly
804,Female,South,Company D,12607.84,Weekly
805,Male,North,Company B,42512.92,Monthly
806,Female,South,Company A,67957.52,Daily
807,Other,South,Company B,37886.13,Weekly
808,Other,North,Unknown,46647.91,Monthly
809,Female,South,Company C,34327.46,Weekly
810,Male,South,Company B,76758.84,Weekly
811,Unknown,East,Company A,75222.39,Monthly
812,Female,East,Unknown,36741.97,Weekly
813,Male,East,Company D,52209.47,Monthly
814,Other,North,Company B,39792.59,Weekly
815,Female,North,Company A,59224.17,Weekly
816,Female,East,Company A,57645.25,Weekly
817,Female,South,Company A,62175.58,Daily
818,Male,North,Company C,54978.78,Monthly
819,Male,West,Company D,94031.09,Weekly
820,Male,West,Company B,34581.14,Weekly
821,Female,East,Company D,49855.03,Weekly
822,Male,North,Company B,44103.65,Weekly
823,Male,West,Company C,26480.18,Monthly
824,Male,East,Company C,27613.07,Monthly
825,Female,West,Company A,34980.28,Monthly
826,Other,West,Company B,36167.17,Unknown
827,Male,West,Company C,35680.73,Monthly
828,Male,East,Company A,57773.28,Daily
829,Female,North,Company B,42407.16,Weekly
830,Female,East,Company C,47307.28,Monthly
831,Male,East,Unknown,63413.49,Weekly
832,Female,East,Company B,38505.16,Daily
833,Male,North,Company D,46031.81,Daily
834,Male,North,Company B,55486.4,Monthly
835,Female,West,Company D,20876.48,Monthly
836,Male,East,Company C,14226.42,Monthly
837,Other,West,Company D,55191.76,Monthly
838,Male,West,Company B,57380.21,Weekly
839,Female,East,Company C,80963.3,Daily
840,Female,East,Company C,52371.42,Monthly
841,Male,West,Company B,62296.1,Weekly
842,Female,East,Company A,47067.91,Weekly
843,Male,East,Company A,54458.41,Monthly
844,Unknown,North,Company A,75008.85,Monthly
845,Male,South,Company D,18140.11,Weekly
846,Male,East,Company A,56204.24,Daily
847,Male,South,Company A,82033.8,Weekly
848,Unknown,North,Company C,49855.03,Monthly
849,Female,South,Company B,74758.59,Monthly
850,Female,North,Company C,40561.82,Monthly
851,Male,North,Company A,49519.29,Weekly
852,Female,South,Unknown,50502.87,Weekly
853,Male,West,Company D,16736.13,Monthly
854,Female,East,Company D,32477.33,Daily
855,Male,North,Company B,33546.87,Weekly
856,Male,North,Company D,62330.99,Weekly
857,Male,East,Company A,63082.3,Unknown
858,Female,South,Company A,54860.55,Monthly
859,Female,West,Company A,62361.54,Daily
860,Male,East,Company C,47537.76,Monthly
861,Female,West,Company B,68028.98,Monthly
862,Female,South,Company C,50131.83,Daily
863,Female,East,Company A,50867.96,Daily
864,Male,South,Company B,46016.11,Weekly
865,Male,West,Company C,60266.76,Weekly
866,Female,East,Company B,43682.02,Weekly
867,Male,South,Company C,64646.47,Daily
868,Male,South,Company A,33017.76,Monthly
869,Female,North,Company D,33516.26,Daily
870,Other,East,Company C,60311.4,Weekly
871,Male,North,Company A,48671.84,Weekly
872,Male,East,Company A,43191.63,Weekly
873,Female,South,Company C,63350.87,Weekly
874,Male,East,Company D,40891.08,Daily
875,Male,West,Company B,46996.98,Weekly
876,Male,West,Company B,70988.42,Unknown
877,Female,West,Company D,73087.14,Monthly
878,Female,North,Company C,73585.97,Weekly
879,Male,North,Company B,45768.11,Daily
880,Male,East,Company B,68460.54,Weekly
881,Male,South,Company A,35765.71,Weekly
882,Female,South,Company C,36396.46,Weekly
883,Male,North,Company B,14743.16,Daily
884,Male,South,Unknown,75093.02,Daily
885,Female,North,Company B,37040.3,Monthly
886,Male,West,Company B,48102.01,Daily
887,Female,North,Company C,36345.13,Weekly
888,Male,East,Company D,60427.48,Monthly
889,Male,North,Company D,44365.5,Daily
890,Male,East,Company B,30427.75,Weekly
891,Female,South,Company C,56624.94,Daily
892,Female,West,Company C,28494.05,Monthly
893,Female,West,Company B,37438.91,Monthly
894,Male,South,Company A,18396.66,Weekly
895,Female,West,Company B,28640.63,Monthly
896,Male,Unknown,Company A,52677.94,Weekly
897,Male,West,Company D,20531.96,Monthly
898,Female,West,Company B,27782.81,Weekly
899,Male,North,Unknown,49964.47,Monthly
900,Male,East,Company C,41845.9,Monthly
901,Male,North,Company C,79880.55,Weekly
902,Male,North,Company C,77508.45,Monthly
903,Male,Unknown,Company A,36981.16,Weekly
904,Female,South,Company B,58357.06,Daily
905,Male,East,Company A,61239.24,Weekly
906,Female,West,Company C,41037.82,Daily
907,Female,West,Company B,27566.88,Monthly
908,Male,Unknown,Company D,49815.52,Monthly
909,Male,North,Company A,47407.31,Daily
910,Male,North,Company A,43463.53,Weekly
911,Female,South,Company B,49855.03,Weekly
912,Male,North,Company D,38739.06,Weekly
913,Female,North,Company C,32720.04,Weekly
914,Male,South,Company B,51636.24,Monthly
915,Female,West,Company C,55789.55,Weekly
916,Male,East,Company A,32350.33,Weekly
917,Male,South,Unknown,63921.36,Weekly
918,Other,East,Company C,23442.78,Daily
919,Female,North,Company B,41328.3,Monthly
920,Male,North,Company C,49855.03,Monthly
921,Female,West,Company A,40456.64,Daily
922,Female,East,Unknown,41524.09,Weekly
923,Female,West,Company A,78066.12,Weekly
924,Female,North,Company C,49855.03,Monthly
925,Male,West,Company A,86618.33,Monthly
926,Male,East,Company C,56556.9,Weekly
927,Male,East,Company D,51380.83,Monthly
928,Female,East,Company C,57143.61,Daily
929,Female,West,Company C,87948.92,Daily
930,Male,East,Company D,35096.1,Daily
931,Male,East,Company A,33193.73,Monthly
932,Female,Unknown,Company B,38677.01,Weekly
933,Unknown,West,Company A,50482.15,Monthly
934,Female,South,Unknown,24113.43,Monthly
935,Male,East,Company B,50335.09,Monthly
936,Male,South,Company C,75403.21,Monthly
937,Male,North,Company C,52271.11,Daily
938,Other,East,Company A,45609.72,Monthly
939,Male,West,Company A,40727.59,Monthly
940,Female,West,Company B,63477.68,Unknown
941,Male,South,Company B,37612.51,Monthly
942,Female,East,Company A,77695.94,Weekly
943,Female,North,Company A,79000.4,Monthly
944,Female,Unknown,Company D,53851.26,Monthly
945,Male,Unknown,Unknown,49827.27,Daily
946,Male,East,Company B,65459.9,Monthly
947,Male,West,Company B,66421.98,Weekly
948,Other,East,Company A,37910.12,Monthly
949,Female,East,Company C,42101.67,Monthly
950,Female,North,Company D,30164.79,Monthly
951,Female,South,Company A,56135.97,Monthly
952,Female,East,Company A,59999.42,Monthly
953,Male,East,Company D,29751.12,Weekly
954,Other,South,Company C,43172.02,Weekly
955,Male,West,Company A,29791.19,Monthly
956,Male,North,Company C,36518.0,Weekly
957,Female,East,Company B,58265.26,Daily
958,Male,East,Company B,38997.77,Daily
959,Male,East,Company D,45487.61,Weekly
960,Female,East,Company D,25590.32,Daily
961,Male,South,Company B,52804.85,Monthly
962,Female,North,Company D,49335.9,Monthly
963,Male,East,Company B,39065.61,Weekly
964,Male,East,Company D,47164.79,Weekly
965,Male,North,Company B,52704.42,Weekly
966,Male,East,Company D,37776.98,Weekly
967,Female,South,Company D,27856.06,Unknown
968,Male,East,Company A,77083.62,Daily
969,Female,West,Company D,40500.91,Weekly
970,Female,North,Company D,48548.6,Weekly
971,Female,North,Company D,65162.6,Monthly
972,Other,West,Company A,102935.83,Monthly
973,Female,East,Company D,31332.7,Monthly
974,Male,East,Company D,56747.41,Weekly
975,Male,West,Company B,39386.72,Monthly
976,Male,West,Unknown,41918.15,Daily
977,Female,Unknown,Company A,39196.82,Monthly
978,Male,East,Company A,33115.18,Weekly
979,Female,South,Company C,49380.63,Monthly
980,Female,South,Company C,27882.46,Monthly
981,Male,North,Company C,64202.11,Daily
982,Female,East,Company A,50825.04,Weekly
983,Male,South,Unknown,56336.52,Unknown
984,Male,West,Company A,43007.17,Unknown
985,Female,East,Company A,44491.94,Monthly
986,Female,East,Company A,54313.46,Monthly
987,Female,South,Company C,32539.24,Daily
988,Male,North,Company D,44630.14,Unknown
989,Male,North,Company C,49855.03,Weekly
990,Female,South,Company D,36641.47,Weekly
991,Female,North,Company A,18352.43,Weekly
992,Female,East,Company C,70089.9,Monthly
993,Male,West,Company B,39701.92,Weekly
994,Female,West,Company B,67450.64,Daily
995,Male,East,Company A,66031.88,Weekly
996,Male,North,Company C,30710.0,Monthly
997,Other,West,Company C,33673.83,Monthly
998,Male,West,Company D,88407.54,Monthly
999,Unknown,North,Company B,76263.89,Monthly
1000,Male,East,Company A,49527.22,Daily
1001,Male,South,Company C,53860.6,Monthly
1002,Female,West,Company A,40537.3,Monthly
1003,Female,Unknown,Company D,56485.29,Monthly
1004,Female,North,Company C,39242.27,Weekly
1005,Female,West,Company A,19514.69,Weekly
1006,Female,East,Unknown,30176.66,Monthly
1007,Female,Unknown,Company C,50316.39,Monthly
1008,Female,South,Company A,33033.99,Monthly
1009,Male,West,Company C,48990.84,Weekly
1010,Female,North,Company B,33880.08,Monthly
1011,Male,South,Company D,38264.69,Daily
1012,Unknown,North,Company D,62797.48,Weekly
1013,Other,Unknown,Unknown,53712.21,Monthly
1014,Male,West,Company C,49855.03,Weekly
1015,Female,West,Company B,63184.46,Monthly
1016,Other,West,Company D,57209.13,Weekly
1017,Male,North,Company A,71698.45,Monthly
1018,Female,South,Company C,43102.11,Weekly
1019,Other,North,Company C,43555.48,Weekly
1020,Male,North,Company A,30483.36,Daily
1021,Female,North,Company B,49855.03,Monthly
1022,Male,South,Company D,64471.55,Monthly
1023,Other,South,Company D,69499.81,Weekly
1024,Unknown,North,Company A,64404.58,Daily
1025,Other,North,Company A,23087.12,Daily
1026,Female,North,Company B,66247.18,Monthly
1027,Female,Unknown,Company D,22422.22,Monthly
1028,Female,West,Company A,63471.76,Weekly
1029,Male,Unknown,Company C,44483.23,Monthly
1030,Female,South,Company A,60538.0,Monthly
1031,Male,South,Company C,30013.27,Monthly
1032,Female,West,Company B,67567.51,Weekly
1033,Male,South,Company D,28025.38,Daily
1034,Male,South,Company A,39973.18,Unknown
1035,Male,North,Company C,35028.58,Monthly
1036,Female,North,Company A,23685.73,Weekly
1037,Male,South,Company C,51417.91,Daily
1038,Female,South,Company D,77091.34,Monthly
1039,Male,East,Company A,90003.58,Weekly
1040,Male,North,Company D,51457.34,Weekly
1041,Female,North,Company C,66750.22,Monthly
1042,Female,West,Company A,53481.42,Weekly
1043,Male,North,Company B,57483.25,Monthly
1044,Female,South,Company A,44867.77,Weekly
1045,Female,West,Company C,52926.15,Monthly
1046,Female,North,Company D,58062.18,Monthly
1047,Male,North,Company A,41323.1,Monthly
1048,Male,South,Company C,48837.59,Daily
1049,Female,South,Company D,49123.55,Weekly
1050,Male,East,Company D,62396.05,Weekly
1051,Female,West,Company C,34009.52,Weekly
1052,Female,North,Unknown,49226.87,Weekly
1053,Other,East,Company C,78680.08,Monthly
1054,Female,East,Company B,67460.9,Weekly
1055,Unknown,North,Company D,70237.69,Monthly
1056,Male,East,Company B,50366.48,Monthly
1057,Female,South,Company B,54814.96,Weekly
1058,Male,South,Company B,65033.54,Monthly
1059,Female,North,Company D,73403.83,Monthly
1060,Female,South,Company D,20725.96,Weekly
1061,Female,South,Company B,30268.38,Weekly
1062,Unknown,West,Company B,69641.66,Weekly
1063,Female,North,Company B,45846.66,Weekly
1064,Male,South,Company C,39924.19,Weekly
1065,Male,South,Company A,49855.03,Weekly
1066,Female,East,Company D,41674.75,Monthly
1067,Male,East,Company B,28964.46,Monthly
1068,Male,East,Company B,81366.41,Weekly
1069,Male,West,Company A,49663.46,Monthly
1070,Male,West,Company A,49130.74,Unknown
1071,Male,South,Company D,58821.15,Daily
1072,Male,East,Company B,64435.18,Monthly
1073,Male,West,Company A,64188.32,Monthly
1074,Male,Unknown,Company B,66104.33,Monthly
1075,Unknown,West,Company B,40537.32,Monthly
1076,Male,South,Company A,45532.0,Monthly
1077,Male,North,Company B,61535.47,Weekly
1078,Female,South,Company C,42089.16,Daily
1079,Male,East,Company C,49923.4,Weekly
1080,Other,South,Company B,55981.46,Monthly
1081,Female,South,Company B,61777.78,Monthly
1082,Male,West,Unknown,23334.79,Weekly
1083,Male,South,Company B,60721.18,Daily
1084,Female,West,Company B,46494.14,Daily
1085,Other,South,Company A,60611.87,Daily
1086,Female,South,Company B,61653.98,Weekly
1087,Female,South,Company D,74118.73,Weekly
1088,Male,West,Company A,70301.8,Monthly
1089,Unknown,North,Company C,70198.57,Weekly
1090,Male,North,Company A,71655.05,Monthly
1091,Other,Unknown,Company B,54370.68,Weekly
1092,Female,North,Company D,50482.78,Weekly
1093,Female,East,Company B,63092.26,Monthly
1094,Female,East,Company C,60981.21,Monthly
1095,Male,South,Company A,45364.01,Monthly
1096,Male,East,Company C,56072.35,Monthly
1097,Male,North,Company A,49473.55,Monthly
1098,Male,East,Company D,37191.01,Monthly
1099,Female,South,Company A,49855.03,Monthly
1100,Male,East,Company D,50827.99,Monthly
1101,Male,North,Company B,80730.62,Unknown
1102,Unknown,East,Company C,25617.62,Monthly
1103,Female,North,Company B,41648.32,Monthly
1104,Other,South,Company D,50489.58,Weekly
1105,Unknown,North,Company A,67060.72,Daily
1106,Male,North,Company A,55992.04,Weekly
1107,Male,West,Company B,54657.09,Monthly
1108,Female,South,Company A,33091.04,Weekly
1109,Female,West,Company A,32645.88,Weekly
1110,Male,Unknown,Company D,49855.03,Weekly
1111,Female,East,Unknown,29538.41,Weekly
1112,Male,North,Company B,42021.83,Daily
1113,Male,South,Company D,57513.76,Daily
1114,Female,West,Company C,35265.14,Weekly
1115,Female,South,Company B,74080.34,Weekly
1116,Female,North,Company C,68359.05,Weekly
1117,Male,East,Company C,26428.7,Daily
1118,Female,West,Unknown,36014.43,Monthly
1119,Male,West,Company B,15713.34,Unknown
1120,Male,North,Company C,38261.13,Monthly
1121,Female,East,Company A,61495.83,Weekly
1122,Unknown,North,Company A,43791.58,Daily
1123,Female,North,Company A,56911.96,Monthly
1124,Female,West,Unknown,27164.99,Weekly
1125,Female,North,Company D,61969.63,Monthly
1126,Female,South,Company D,41673.36,Monthly
1127,Male,North,Company C,50182.55,Monthly
1128,Male,West,Company B,48606.88,Monthly
1129,Male,West,Company A,30926.77,Monthly
1130,Male,East,Company B,32703.74,Unknown
1131,Female,West,Company B,64516.92,Unknown
1132,Female,North,Company D,55984.88,Monthly
1133,Male,South,Company C,65750.74,Weekly
1134,Male,South,Company A,54869.87,Monthly
1135,Female,North,Company A,52144.86,Monthly
1136,Male,South,Company A,24109.84,Monthly
1137,Female,West,Company B,45944.5,Unknown
1138,Female,North,Company D,49589.24,Daily
1139,Female,South,Company C,79296.61,Monthly
1140,Female,North,Company D,60304.35,Monthly
1141,Female,North,Company B,73040.92,Monthly
1142,Male,West,Company B,58963.07,Weekly
1143,Female,South,Company A,39330.45,Weekly
1144,Female,South,Company D,51756.86,Monthly
1145,Male,West,Company D,53543.35,Weekly
1146,Female,North,Company A,35912.67,Monthly
1147,Female,South,Company C,44234.19,Daily
1148,Female,South,Company B,46913.5,Weekly
1149,Female,East,Company C,74084.3,Weekly
1150,Female,Unknown,Company D,18788.89,Weekly
1151,Female,West,Company C,68087.28,Daily
1152,Female,South,Company C,35948.07,Monthly
1153,Female,West,Company A,29418.81,Monthly
1154,Female,North,Company A,67699.13,Daily
1155,Female,North,Company A,60978.47,Monthly
1156,Female,North,Company A,68817.78,Monthly
1157,Male,South,Company C,62010.53,Weekly
1158,Female,East,Company C,80897.68,Daily
1159,Female,East,Company A,58380.86,Weekly
1160,Male,West,Company D,47652.84,Daily
1161,Female,East,Company A,55143.9,Weekly
1162,Male,East,Company B,68652.04,Monthly
1163,Male,North,Company A,38309.37,Weekly
1164,Female,North,Company B,40221.67,Weekly
1165,Male,East,Company B,49855.03,Monthly
1166,Female,South,Company B,18431.26,Monthly
1167,Female,West,Company B,52071.18,Monthly
1168,Female,North,Unknown,21708.07,Weekly
1169,Male,North,Company A,49855.03,Daily
1170,Male,South,Company A,62979.35,Weekly
1171,Female,North,Company A,42846.85,Unknown
1172,Unknown,North,Company C,49855.03,Monthly
1173,Female,East,Company A,28092.49,Daily
1174,Male,North,Company D,67868.91,Daily
1175,Female,East,Company C,60127.06,Monthly
1176,Female,South,Company C,49855.03,Unknown
1177,Female,North,Company C,90661.91,Monthly
1178,Male,South,Company A,49043.82,Daily
1179,Female,West,Company A,36837.74,Daily
1180,Female,South,Company B,28893.69,Weekly
1181,Unknown,West,Company C,46699.73,Weekly
1182,Male,North,Company A,48088.9,Monthly
1183,Female,West,Company A,51539.68,Weekly
1184,Other,North,Unknown,45533.06,Monthly
1185,Male,East,Company A,59498.38,Weekly
1186,Other,East,Company D,44185.55,Weekly
1187,Female,West,Company D,20975.54,Daily
1188,Male,South,Company B,47759.58,Monthly
1189,Male,North,Company A,14487.84,Daily
1190,Female,North,Company A,55306.56,Daily
1191,Male,West,Company C,35310.5,Weekly
1192,Female,East,Company C,52450.41,Monthly
1193,Male,West,Company D,69711.12,Monthly
1194,Female,North,Company D,35768.77,Monthly
1195,Male,South,Company C,65918.84,Weekly
1196,Female,North,Company A,43499.16,Weekly
1197,Unknown,Unknown,Company A,76297.92,Unknown
1198,Unknown,East,Company D,44522.71,Monthly
1199,Female,West,Company A,37392.61,Monthly
1200,Male,South,Company A,60308.58,Weekly
1201,Female,East,Company C,43463.15,Daily
1202,Male,East,Company B,37378.26,Daily
1203,Male,South,Company D,42832.4,Daily
1204,Male,West,Company C,49330.9,Weekly
1205,Female,West,Company A,70132.7,Weekly
1206,Female,West,Company D,20988.68,Daily
1207,Female,East,Company B,50346.21,Weekly
1208,Male,South,Company B,59373.55,Monthly
1209,Male,South,Company B,52901.73,Monthly
1210,Unknown,Unknown,Company A,69647.98,Monthly
1211,Male,North,Company B,48884.82,Weekly
1212,Female,East,Company A,47231.73,Monthly
1213,Male,East,Company B,58884.94,Monthly
1214,Female,East,Company B,51489.71,Monthly
1215,Female,Unknown,Company D,44143.87,Weekly
1216,Male,South,Company D,57742.16,Monthly
1217,Male,South,Company A,40212.08,Weekly
1218,Female,North,Company B,40832.34,Monthly
1219,Female,South,Company B,42080.09,Monthly
1220,Male,South,Company A,70296.04,Weekly
1221,Unknown,South,Company D,1684.75,Monthly
1222,Male,West,Company C,55933.98,Monthly
1223,Male,West,Company A,50514.08,Monthly
1224,Other,North,Company B,24786.94,Daily
1225,Male,South,Company A,54645.9,Weekly
1226,Female,West,Company C,57136.28,Monthly
1227,Male,North,Company A,58844.59,Monthly
1228,Male,North,Unknown,10222.58,Unknown
1229,Unknown,North,Company D,70495.84,Weekly
1230,Male,East,Company B,38933.95,Weekly
1231,Female,North,Company C,60298.52,Weekly
1232,Male,Unknown,Company D,61116.11,Weekly
1233,Male,South,Company C,36849.54,Weekly
1234,Male,East,Company A,59906.9,Weekly
1235,Female,North,Company B,44217.6,Weekly
1236,Male,South,Company D,18929.34,Monthly
1237,Female,East,Company C,67516.13,Daily
1238,Female,West,Company C,38374.33,Weekly
1239,Unknown,West,Company D,37182.6,Monthly
1240,Male,East,Company D,43954.01,Daily
1241,Female,West,Company D,54083.55,Daily
1242,Female,West,Company A,49140.94,Unknown
1243,Female,West,Company C,58221.0,Daily
1244,Female,North,Company C,29907.66,Unknown
1245,Female,North,Company D,38864.2,Monthly
1246,Female,North,Company C,48260.04,Daily
1247,Male,East,Company A,78468.31,Daily
1248,Male,South,Company D,48292.81,Monthly
1249,Other,South,Company C,66278.33,Monthly
1250,Female,West,Company A,50578.33,Unknown
1251,Female,West,Company B,42745.12,Monthly
1252,Female,West,Company A,46299.13,Daily
1253,Male,South,Company B,47473.7,Monthly
1254,Male,East,Company A,59054.69,Monthly
1255,Female,South,Company B,70619.17,Weekly
1256,Male,North,Company C,49855.03,Monthly
1257,Male,North,Company C,67806.17,Weekly
1258,Female,South,Company C,35528.15,Weekly
1259,Male,South,Company D,43780.54,Monthly
1260,Female,West,Company A,39135.46,Monthly
1261,Male,North,Company A,54716.67,Monthly
1262,Female,East,Company D,44615.62,Monthly
1263,Male,East,Company A,60946.59,Weekly
1264,Female,South,Unknown,36034.97,Weekly
1265,Male,South,Company D,50645.46,Monthly
1266,Male,South,Company C,60302.87,Weekly
1267,Male,East,Unknown,19020.46,Monthly
1268,Female,South,Company A,81824.47,Monthly
1269,Female,North,Company B,45752.72,Monthly
1270,Male,North,Company C,19624.4,Daily
1271,Female,East,Company B,52371.41,Daily
1272,Female,West,Company D,50501.65,Daily
1273,Female,South,Company A,48771.58,Monthly
1274,Male,East,Company C,64867.87,Monthly
1275,Female,East,Company C,61211.67,Weekly
1276,Male,West,Company C,54468.14,Weekly
1277,Male,West,Company B,56752.33,Unknown
1278,Unknown,East,Company B,48434.62,Monthly
1279,Male,East,Company D,76632.36,Monthly
1280,Female,West,Company A,27812.06,Weekly
1281,Female,South,Company D,52094.78,Daily
1282,Female,South,Company C,50975.37,Daily
1283,Female,North,Company D,62199.21,Weekly
1284,Male,West,Company C,37342.19,Unknown
1285,Male,West,Company A,23844.91,Weekly
1286,Female,North,Company C,49855.03,Daily
1287,Male,East,Company D,54218.46,Unknown
1288,Male,South,Company B,72343.99,Daily
1289,Male,North,Unknown,30944.57,Monthly
1290,Male,Unknown,Company B,67320.41,Monthly
1291,Male,North,Company A,85511.22,Weekly
1292,Male,North,Company B,44333.53,Weekly
1293,Female,East,Unknown,30635.87,Daily
1294,Female,East,Company B,43895.38,Monthly
1295,Female,North,Company D,50210.07,Monthly
1296,Male,East,Company D,58456.82,Weekly
1297,Male,East,Company B,41129.08,Monthly
1298,Male,North,Company A,73327.98,Monthly
1299,Female,North,Company C,33282.02,Monthly
1300,Female,East,Company B,23911.92,Weekly
1301,Male,South,Company D,66600.66,Monthly
1302,Other,West,Company B,15880.68,Daily
1303,Male,West,Company B,46938.05,Weekly
1304,Female,Unknown,Company D,96765.22,Daily
1305,Female,South,Company B,49819.35,Weekly
1306,Female,Unknown,Company B,33188.49,Monthly
